"FMID","MarketName","xf","yf"
1005325,"Cape Ann Farmers Market",-70.665790,42.612646
1005326,"Cape Ann Farmers Market",-70.677530,42.605670
1003096,"Cape Charles Farmers Market",-76.014200,37.255500
1003570,"Cape Coral Farmers' Market",-81.952500,26.564000
1006963,"Cape Girardeau Farmers' Market",-89.547809,37.306396
1005285,"Cape Riverfront Market",-89.519874,37.302673
1006275,"Cape Vincent Farmers & Crafters Market",-76.334300,44.128900
1000803,"Capital City Farmers Market",-72.566029,44.255651
1000804,"Capital City Farmers Market",-72.577217,44.260503
1000805,"Capital City Farmers Market",-72.587395,44.260075
1004444,"Capital City Farmers Market",-100.352400,44.366030
1006925,"Capital City Farmers Market",-74.729700,40.234300
1003356,"Capital City Public Market",-116.202014,43.617094
1003434,"Capital District Physicians' Health Plan Farmers Market",-73.805535,42.685082
1000195,"Capital District Veggie Mobile",-73.688300,42.735500
1003527,"Capital Farmers Market I",-100.753000,46.794900
1008481,"Capital Regional Medical Center Farmers' Market",-92.200082,38.563511
1004765,"Capitan Farmers' Market",-105.573184,33.545383
1003526,"Capitol Farmers Market II",-100.772000,46.835000
1000437,"Capitol Hill Farmers Market",-93.603100,41.595800
1004827,"Capitol Market",-81.628400,38.352500
1002570,"Capitol Midweek Farmers' Market",-95.678558,39.046819
20044,"Capitol Riverfront Farmers Market at Canal Park",-77.003300,38.876500
1004700,"Capitol View Farmers Market",-89.279088,43.085600
1002033,"Captial Hill Farmers Market",-71.414200,41.832900
1002791,"Captina Produce Auction",-81.102700,39.931900
1004775,"Caravan Nouveau Growers' & Artisan's Market at Wilson Park",-106.578584,35.063339
1006857,"Carbondale Community Friday Night Fair",-89.216720,37.727425
1001117,"Carbondale Farmers Market",-89.242000,37.545300
1003292,"Carbondale Farmers Market",-107.211263,39.400039
1005004,"Carbondale Farmers Market",-75.502489,41.572266
1001562,"Carefree Farmers Market",-111.921721,33.824397
1003478,"Caribou Farmers Market",-68.000565,46.870637
1007088,"Carlisle Central Farmers Market",-77.188200,40.203500
1001447,"Carlisle County Farmers Market",-89.008600,36.869000
1002284,"Carlisle Farmers Market",-77.166500,40.194400
1006914,"Carlisle Winter Farmers' Market",-71.349500,42.528600
1004804,"Carlsbad Donwtown Farmers' Market",-104.228924,32.420332
1002137,"Carlton County Farmers Market",-92.480300,46.622200
1002693,"Carlyle Courthouse Square Farmers Market",-89.367814,38.610650
1007367,"Carmel Farmers Market",-86.130410,39.969430
1006651,"Carnation Farmers Market",-121.912494,47.648607
1004963,"Carolina First Saturday Market",-82.354400,34.765100
1002234,"Caroline Farmers Market",-76.393440,42.380680
1006968,"Carondelet Farmers' Market",-90.259100,38.546700
1004187,"Carousel Sunday Market and Festival",-113.997700,46.869430
1006696,"Carpenteria CFM",-119.520000,34.397600
1007667,"Carrboro Farmers' Market",-79.084800,35.916000
1007100,"Carrick Citparks Farmers Market",-79.987000,40.391800
1004738,"Carroll County Farmers' Market",-77.000170,39.555942
1004016,"Carroll Farmers Market",-94.869368,42.065614
1000102,"Carroll Gardens Greenmarket",-73.994900,40.680200
1008322,"Carrollton Farmers Market",-93.496683,39.358161
1000808,"Carrollton, Illinois Chamber of Commerce Farmer's Market",-90.407633,39.299455
1006098,"Carrolton Weekly Farmers Market",-81.086900,40.572000
1004415,"Carson City Saturday",-119.766000,39.165400
1000369,"Carson Farmers Market",-118.259000,33.831600
1007563,"Carter County Farmers’ Market",-82.903700,38.332000
1001264,"Carthage Farm & Craft Farmers Market",-75.612500,43.977000
1002722,"Carthage Farmers Market",-91.135030,40.412710
1007651,"Carthage Farmers' Market",-94.313535,37.167703
1002263,"Cartwright Pavilion Farmers Market",-92.913700,42.038200
1006032,"Carver Farmers' Market",-70.768470,41.889030
1001607,"Cary Downtown Farmers Market",-78.871000,35.728700
1005526,"Cary Farmers Market",-88.243625,42.209774
1002636,"Cascade Farmers Market",-91.014862,42.298616
1002040,"Cascade Locks Farmers & Artists market",-121.891000,45.669800
1003063,"Cascades Farmers Market",-77.395536,39.031500
1000566,"Casco Farmers' Market",-70.522297,44.003917
1004222,"Case Grande Farmers Market",-111.754000,32.879600
1006912,"Cashiers Tailgate Market",-83.101300,35.110600
1007668,"Cass County Farmers' Market",-94.372500,38.659100
1007644,"Cass Lake Farmers' Market",-94.610900,47.382000
20045,"Cassopolis Farmers Market",-86.002300,41.911500
1004317,"Cassville Farmers Market",-90.986548,42.709792
1003586,"Castine Farmers' Market",-68.798300,44.390300
1003142,"Castle Rock Farmers' Market",-104.860200,39.371370
1002900,"Castleton Village Farmers' Market",-73.177900,43.611600
1006583,"Castro Farmers' Market",-122.433075,37.764141
1007358,"Castro Valley Farmers' Market",-122.073939,37.692556
1007844,"CATALINA, Saturday Market",-110.925000,32.499000
1003890,"Catawba County Farmers Market",-81.214300,35.701200
1008276,"Catawba County Public Health Farmers Market",-81.269518,35.712058
1007210,"Catawba Farmers Market",-90.486400,45.538900
1005847,"Catawba Valley Farmers Market",-80.106445,37.383009
1003681,"Catonsville Farmers Market",-76.731351,39.268580
1002643,"Catonsville Sunday Farmers Market",-76.732893,39.272265
1003975,"Catskill Region Farmers Market",-73.865900,42.220400
1003323,"Cavalier Farmers Market",-97.622310,48.793881
1008732,"Cave City Farmer's Market",-85.966250,37.141657
1004956,"Cave Creek Farmers & Crafts Market",-111.933000,33.830800
1002953,"Cayucos Farmers Market",-120.912000,35.449000
1002444,"Cazenovia Farmers Market",-75.855230,42.929730
1002445,"Cazenovia Farmers Market",-75.851111,42.924299
20046,"CCC Farmers Market In Bonanza",-121.408000,42.198700
1006846,"CCFA Farmers Market Buena Vista",-106.128724,38.842457
1006845,"CCFA Farmers Market Canon City",-105.202074,38.447573
1006847,"CCFA Farmers Market Salida",-105.994120,38.532657
1005295,"Cecil B. Moore Farmers' Market",-75.156677,39.978518
1003117,"Cecil County Farmers' Market - North East",-75.941577,39.596413
1000690,"Cedar City's Downtown Farmer's Market",-113.063291,37.679456
1000115,"Cedar County Farmers Market",-91.136100,41.764700
1008436,"Cedar County Farmers' Market-El Dorado Springs",-94.011657,37.861819
1003268,"Cedar Falls Farmers Market",-92.448160,42.535960
1001933,"Cedar Mill Farmers Market, sponsored by Tualatin Hills Park and Recreation District",-122.815905,45.527682
1000710,"Cedar Park Farmers' Market",-97.807481,30.467929
1006003,"Cedar St. Greenmarket",-74.010900,40.708800
1003488,"Cedar Valley Farmers Market",-83.966800,35.073100
1002362,"Cedar Valley Farmers Market I",-92.353700,42.509500
1007208,"Cedarburg Farmers Market",-87.987000,43.295500
1003361,"Celebration Sunday Farmers Market",-81.287900,28.247800
20047,"Celina Farmers' Market",-84.571600,40.549500
1004680,"Centennial Lakes Farmers Market",-93.326400,44.866900
1001940,"Center City Green Market",-80.846000,35.226300
1001036,"Center Market",-149.868000,61.188100
1004624,"Center Point Farmer's Market",-86.683700,33.642500
1004625,"CENTER POINT PARKWAY MARKET",-86.674600,33.630000
1006984,"Centerponite Mall’s Farmers Market",-85.580900,42.915400
1002359,"Centerville Farmers Market",-87.449438,35.788151
1003475,"Centerville Farmers Market",-84.159858,39.615348
1005393,"Centerville Farmers Market",-84.996300,39.819500
1005208,"Central Ave Farmers Market",-118.256000,34.005800
1006668,"Central City Mainstreet Farmers Market",-91.523132,42.201276
1005931,"Central City Market",-82.479300,38.411100
1003576,"Central Kenai Peninsula Farmers Market",-151.068000,60.492800
1002550,"Central Market York",-76.729700,39.963000
1000352,"Central NY Regional Market",-76.168400,43.072700
1003483,"Central Park FM",-119.011000,35.376100
1007167,"Central Texas Farmers Market",-97.855400,30.136400
1001831,"Central Valley Farmers Market",-120.480453,37.290617
1001832,"Central Valley Farmers Market",-120.629900,37.353760
1003955,"Centralia Farmers Market",-89.134600,38.526400
1000799,"Centreville Farmers' Market",-76.065100,39.044800
1004151,"Centura College",-76.520600,37.138100
1003440,"Century City Farmers Market",-118.416000,34.058700
1002943,"Ceres Farmer's Market",-120.955000,37.591300
1003704,"Cerritos Farmers Market",-118.062569,33.869046
1003125,"Certified Arkansas Farmers Market Argenta",-92.267400,34.758900
1001583,"Certified Arkansas Farmers Market Searcy",-91.737600,35.246400
1004042,"Certified Farmers Market Old Town La Quinta",-116.302000,33.677300
1004041,"Certified Farmers Market Palm Desert",-116.400000,33.723200
1004040,"Certified Farmers Market Palm Springs",-116.521000,33.820200
1004929,"Certified SC Winter Farmers Market",-81.065255,33.904379
1001321,"CFM at the Promenade Mall",-117.156200,33.523720
20048,"CFMS Certified Farmers' Market",-121.489000,38.572900
1000891,"Chadron Farmers Market",-103.001000,42.827800
1004645,"Challis Community Farmers Market",-114.278699,44.242824
1002374,"Chamberlain's Farmers Market",-99.327900,43.817600
1006246,"Chamblee Farmers Market",-84.299700,33.893200
1002889,"Champaign County Farmers' Market",-83.750968,40.106782
1005289,"Champion Garden Center",-81.152400,41.778400
1001806,"Champlain Islands Farmers Market",-73.322947,44.661861
1001807,"Champlain Islands Farmers Market",-73.295975,44.716978
1002392,"Chandler Farmers Market",-111.841535,33.303416
1007672,"Chandler Hill Farmers Market (Defiance)",-90.801789,38.634128
1005983,"Channahon Farmers Market",-88.217000,41.438680
1000798,"Chanute Farmers Market",-95.452640,37.658606
1006318,"CHAPARRAL FARMERS & CRAFTS MARKET",-106.376345,32.002381
1004779,"Chaparral Farmers' Market",-106.377244,32.001577
1004439,"Chapel Hill Farmers' Market",-79.025280,35.927740
1002817,"Chapel Hill Mall Farmers' Market",-104.796000,38.945400
1004593,"Chapman Food & Fitness Festival",-121.815374,39.727376
1002231,"Chappaqua Farmers Market",-73.773387,41.155797
1006859,"Chariton Farmers Market",-93.307271,41.014814
1006941,"Charlemont",-72.874000,42.627300
1002644,"Charleroi Farmers Market",-79.906500,40.150400
1005651,"Charles City Area Farmers Market",-92.672600,43.053700
1005640,"Charles City Downtown Farmers Market",-92.678300,43.068800
1004643,"Charles R. Hegwood Farmers Market",-88.894970,30.397590
1003099,"Charles Square",-71.122700,42.372300
1007673,"Charles Street Farmers' Market",-76.616400,39.308800
1006290,"Charles Town Farmers Market",-77.858390,39.288924
1003250,"Charleston Farmers Market",-88.175200,39.494700
1003837,"Charleston Farmers Market",-79.935665,32.786625
1008484,"Charleston's Farmers Market",-89.350007,36.910365
1005148,"Charlestown Farmers Market",-93.217660,30.226450
1005149,"Charlestown Farmers Market",-93.250380,30.172242
1007605,"Charlestown Farmers Market",-71.064800,42.375200
1001682,"Charlestown Land Trust Farmers’ Market",-71.630089,41.384884
1004271,"Charlevoix Farmers Market",-82.964100,42.378000
1004205,"Charlie ~ Thornberry Farmers Market Association",-98.489870,33.913660
1000974,"Charlotte DDA Farmers Market",-84.836318,42.565077
1000414,"Charlotte Regional Farmers Market",-80.913500,35.189700
1006402,"Charlottesville City Market",-78.485519,38.037523
1006947,"Charlton/Community Arts Center",-71.969200,42.128800
1003164,"Chateaugay Lakes Farmers' Market",-73.982200,44.780700
1003565,"Chatham (Chicago) Farmers Market",-87.601400,41.735800
1004201,"Chatham Borough Farmers' Market",-74.384430,40.739680
1005834,"Chatham Farmer's Market",-70.020540,41.678509
1003569,"Chatham Farmers Market",-73.601600,42.356800
1000626,"Chatham Mills Farmers' Market",-79.175892,35.727040
1003729,"Chatsworth Farmers Market",-118.597000,34.257200
1006430,"Chattanooga Market",-85.316700,35.036300
1000557,"Chautauqua Institiution FM",-79.465000,42.208700
1004684,"Cheboygan Farmers Market",-84.471600,45.593100
1006231,"Chelan Valley Farmers Market",-120.070000,47.859700
1004463,"Chelmsford Agway Winter Farmers' Market",-71.380586,42.571317
1005488,"Chelmsford Farmers' Market",-71.353100,42.597900
1007606,"Chelsea Community Farmers Market",-71.038100,42.389800
1002602,"Chelsea Community Hospital Bushel Basket Market at Chelsea Community Fair Grounds",-84.016315,42.307381
1002601,"Chelsea Farmers Market",-84.019747,42.317083
1004754,"Chelsea Farmers' Market",-72.447470,43.988780
1000247,"Chenango County Farmers Market",-75.522750,42.531540
1005110,"Cheney Farmers Market",-117.574344,47.489030
1006834,"Cheney Farmers Market",-97.781571,37.629120
1001432,"Cheraw Farmers Market",-79.880398,34.696971
1007269,"Cheriton Farmers Maket",-75.982500,37.171900
1005419,"Cherokee County Farmers Market",-85.667300,34.157300
1005556,"Cherokee Farmer's Tailgate Market",-83.311700,35.492600
1002876,"Cherokee Fresh Market",-84.441969,34.171947
1002353,"Cherokee Street International Farmers Market",-90.227415,38.593803
1008241,"Cherry County Farmer's Market",-100.542041,42.866755
1006047,"Cherry Creek Fresh Market",-104.959300,39.717490
1005243,"Cherry Hills Farmers Market",-117.193394,33.709204
1006636,"Cherry Street Farmers Market",-95.972893,36.140595
1005634,"Chesaning Farmers Market",-84.120800,43.186100
1005700,"Chesapeake Farmers Market",-76.242263,36.720482
1002292,"Chester County Farmers Market",-81.212477,34.704114
1002216,"Chester Farmers Market",-92.317200,43.356800
1003676,"Chester Farmers Market",-72.505300,43.197600
1005339,"Chester Farmers Market",-77.637500,37.420800
1005515,"Chester Farmers Market",-74.696785,40.784109
1007674,"Chester Sunday Farmers’ Market",-72.450200,41.402800
1008606,"Chesterfield County Farmers Market",-77.504445,37.376795
1003022,"Chesterfield Farmers Market",-77.609299,37.507573
1004611,"Chesterton's European Market",-87.053600,41.610800
1000944,"Chestertown Farmer's Market",-73.805133,43.648651
1002187,"Chestertown Farmers' Market",-76.066600,39.209500
1008483,"Chestnut Hill Farmers' Market",-75.197033,40.067725
1002874,"Cheverly Community Market",-76.906300,38.924100
1006287,"Chewelah Farmers Market",-117.715300,48.282463
1002241,"Cheyenne County Farmers Market",-102.977000,41.130500
1006407,"Cheyenne Farmers Market",-104.814548,41.132529
1003524,"Cheyenne Winter Farmers' Market",-104.814317,41.132010
20050,"Cheyenne's Road Market",-74.916300,39.916000
20049,"Cheyennes Country Thangs",-82.474700,28.161900
1000561,"Chicago Heights Corner Market",-87.646879,41.520174
1004343,"Chicago Nettlehorst French Market",-87.677300,41.907600
1004401,"Chicago Street Farmers Market",-87.683301,30.407081
1001261,"Chickasha Farmers' Market",-97.941482,35.050899
1001989,"Chico CFM In Paradise",-121.598000,39.770400
1000531,"Chico Wednesday Farmers Market",-121.848000,39.760600
1004079,"CHICOPEE FARMERS MARKET",-72.600128,42.193581
1003878,"Children's Hospital Farmers Market",-93.262600,44.956800
1007752,"Chilhowee Main Street Farmers' Market",-93.855514,38.588938
1001763,"Chilhowie Farmer's Market",-81.677170,36.802103
1007297,"Chili Farmers Market",-77.728500,43.106100
1001701,"Chillicothe Farmers Market",-93.553412,39.793716
1008113,"Chillicothe Farmers' Market Association",-83.003222,39.335144
1007057,"Chiloquin Farm & Craft Market",-121.863000,42.576600
1002160,"Chilton Farmers Market",-88.154920,44.021144
1005739,"Chimacum Farmers' Market",-122.777000,48.013300
20051,"Chimney Rock Farms",-107.342000,37.223000
1001590,"China Grove Farmers Market",-80.577830,35.571010
1000877,"Chincoteague Island Farmers Market",-75.376000,37.934400
1001499,"Chino CFM",-117.690000,34.012600
1000316,"Chino Valley Farmers Market",-112.454559,34.760775
1003596,"Chipley Farmers Market",-85.537200,30.779100
1008409,"Chippewa Falls Farmers Market",-91.390638,44.937381
20052,"Chippewa Farmers' Market",-80.369000,40.770400
1006453,"Chippewa Valley Technical College Farmers Market",-91.505100,44.801800
1000886,"Chisago City Farmers Market",-92.890735,45.372951
1006127,"Chowan Farmers Market",-76.608400,36.070500
1003015,"Chowchilla Farmers Market",-120.264000,37.120100
1004972,"Christian \"Shan\" Hendricks Vegetable Market",-64.704300,17.744900
1000578,"Chubbuck Farmers Market",-112.462000,42.920200
1003227,"Chula Vista Farmers Market",-117.080000,32.640300
1004650,"Chula Vista Otay Ranch Certified Farmers Market",-116.968000,32.623100
1003966,"Church Run Farmers Market",-79.658400,41.652800
1004360,"Church Street Farmers' Market",-78.008058,37.077446
1000704,"Cicero Farmers Market",-86.013500,40.130300
1006360,"Cincinnatus Farmers Market",-75.896300,42.537900
1006613,"Circle Farmers Market",-105.589000,47.415400
1001334,"Circle Square Commons Farmers' Market",-82.258700,29.105600
1002809,"City Centre Market",-88.954400,39.844300
1007101,"City County Building Farmers Market",-79.996800,40.438200
20053,"City Farmers' Market Fair Haven",-72.888800,41.309300
1004215,"City Green Farm Stands",-74.166791,40.915053
1004177,"City Hall Farmer's Market",-86.769000,37.951700
1001485,"City Hall Farmers Market",-95.369300,29.760200
1007218,"City Hall Farmers Market",-87.789800,42.725700
1000067,"City Hall Park Greenmarket",-74.006300,40.713900
1005250,"City Hall Parking Lot Deck (People's Open Market)",-157.853644,21.304828
1004051,"City Hall Plaza Farmer's Market",-71.464700,42.758200
1000829,"City Heights Farmers' Market",-117.101500,32.747850
1005011,"City Island Farmers Market",-81.016500,29.210900
1000246,"City Market",-85.607700,44.759200
1002824,"City Market",-94.582243,39.109101
1007816,"City Market - Kansas City",-94.582352,39.108548
1004302,"City of Albertville Farmers Market",-86.206775,34.267096
1000354,"City of Au Gres Downtown Farmers Market",-83.687800,44.050000
1008616,"City of Barnwell Farmers' Market",-81.376116,33.243691
1003086,"City of Cortland Farmers Market",-76.180400,42.599300
1005809,"City of Cuba",-90.195100,40.492600
1003083,"City of Dripping Springs Farmers Market",-98.085990,30.192160
1000921,"City of Galax Farmers Market",-80.924100,36.660400
1005719,"City of Grand Blanc Farmers Market",-83.632161,42.927340
1001680,"City of Grayling Farm Market",-84.709268,44.665784
1001681,"City of Grayling Farm Market",-84.715870,44.662350
1006457,"City of Green Bay Farmers Market",-88.019800,44.519200
1001234,"City of Gulfport Farmers Market",-89.088200,30.365600
1008416,"City of Holyoke Farmers' Market",-72.608042,42.206620
1003131,"City of Independence Farmers Market",-94.417060,39.093840
1006611,"City of Ironton Farmers Market",-82.683100,38.535700
1005491,"City of Lake Forest Farmers Market",-87.839435,42.252341
1004255,"City of Loveland Farmers Market",-105.077171,40.386482
1008434,"City of Manassas Farmer's Market- Saturday",-77.473074,38.749490
1008428,"City of Manassas Farmer's Market- Thursday",-77.473761,38.750539
1002814,"City of Mebane Parks & Recreation Farmers Markeet",-79.271700,36.098200
1004618,"City of Otsego Farmers Market",-85.698800,42.460600
1008018,"City of Perry Farmers Market",-83.731924,32.460946
1000303,"City of Plymouth Farmers Market",-93.477256,45.023297
1006746,"City of Sherrill Farmers Market",-75.599158,43.071358
20054,"City of Tallmadge Farmers Market",-81.412700,41.104900
1008488,"City of Union Farmers' Market",-91.004716,38.444743
1003687,"City of Utica's Farmers Market",-75.211200,43.096300
1004160,"City of Walled Lake Farmers Market",-83.466160,42.539570
1008491,"City of Warrenton Farmers' Market",-91.150146,38.811135
1005502,"City of Wayne Farmers' Market",-83.388269,42.282659
1000157,"City of West Burlington Open Air Market",-91.156600,40.825300
1006460,"City of White Bear Lake Farmer's Market",-93.009031,45.085218
1008493,"City of Windsor Farmers' Market",-93.523694,38.533748
1007679,"City of Zachary Farmers Market",-91.215900,30.650700
1006368,"City of Zion Farmers Market",-87.825472,42.449748
1006048,"City Park Esplanade Fresh Market",-104.957402,39.740184
1005940,"CitySeed Edgewood Park Farmers Market",-72.958467,41.325135
1005941,"CitySeed Fair Haven Farmers Market",-72.897052,41.308888
1005942,"CitySeed Hill Farmers Market",-72.936838,41.304941
1005943,"CitySeed Wooster Square Farmers Market",-72.917848,41.303232
1007587,"Civista Medical Center Farmer's Market",-77.013900,38.473600
1000545,"CJ's Vegetable Market",-89.837600,33.792200
1002915,"Clare Main Street Farm & Arts Market",-84.770679,43.818907
1002106,"Claremont Farmers & Artisans Market",-117.718999,34.095636
1004216,"Claremont Farmers and Artisans Market",-72.336848,43.371563
1007053,"Claremore Farmers' Market",-97.509500,35.584000
1000579,"Clarence Hollow Farmers' Market",-78.588452,42.980744
1007374,"Clarendon Farmers Market",-77.085300,38.890500
1006482,"Clarinda Farmers Market",-95.036900,40.740600
1006181,"Clarion County Farmers Market",-79.386100,41.214600
1001837,"Clarion Farmers Market",-93.732690,42.732070
1003497,"Clark County Farmers Market",-93.056336,34.121651
1000406,"Clark Fork Market",-113.995010,46.868128
1005296,"Clark Park Farmers' Market",-75.209227,39.949309
1000257,"Clark Produce Auction LLC",-91.762700,40.399400
1007037,"CLARK VALLEY FARMERS' MARKET",-81.917300,40.545500
1002242,"Clarke County Farmers Market",-93.765600,41.034100
1006489,"Clarke County Farmers Market",-77.955500,39.100600
1008001,"Clarkesville Farmers Market",-83.519221,34.617520
1005147,"Clarksburg Farmers Market",-80.337700,39.284500
1008164,"Clarksburg Farmers Market",-80.342460,39.280454
1004851,"Clarksburg Town Center Farmers' Market",-77.278454,39.242225
1007681,"Clarksdale Farmers Market",-90.574900,34.202700
1002473,"Clarkston Farmers Market",-83.409600,42.761500
1004198,"Clarkston Farmers Market",-84.238274,33.805670
1000893,"Clarksville Farmers Market",-93.470400,35.470300
1004721,"Clawson Farmers Market",-83.152300,42.542100
1004978,"Clay Center Farmers’",-96.416700,39.703300
1002835,"Clay County Farmer's Market",-90.179600,36.382000
1002395,"Clay County Farmers Market",-85.849100,33.247200
1007197,"Clay County Farmers Market",-81.084500,38.460100
20055,"Claysburg Farmers Market",-78.525300,40.094300
1006567,"Clayton California Farmers' Market",-121.935803,37.940895
1000152,"Clayton Farm and Community Market",-78.460557,35.653269
1002828,"Clayton Farmer's Market",-90.344131,38.652126
1004202,"Clayton Farmers Market",-117.546209,47.990274
1004282,"Clayton Farmers Market",-92.171296,45.331349
1006953,"Clayton Farmers Market",-76.088100,44.242400
1004533,"Clayton-Five State Producer Growers' Market",-103.183000,36.449200
1007411,"Clear Lake Farmers Market",-93.384400,43.137300
1001923,"Clear Valley Ltd.",-83.553700,39.211200
1005686,"Clearfield County Farmers Market",-78.443400,41.022100
1006871,"Clearlake Farmers Market",-122.613000,38.926100
1002048,"Clearlake Friday Night FM",-122.636415,38.948893
20056,"Clearwater Gateway Farmers Market",-82.786200,27.965700
1000613,"Cleburne County Farmers Market",-85.551200,33.582200
1004696,"Cleburne County Growers Market",-92.019500,35.477900
1008187,"Clement St. Farmers Market",-122.461212,37.783108
20057,"Clemson Area Food Exchange (CAFE)",-82.822900,34.686100
1006806,"Clemson Farm-Fresh Market",-82.837700,34.679000
1002596,"Clemson Farmers' Market",-82.787000,34.684400
1005812,"Cleveland Farmers Market",-99.117900,46.891700
1006670,"Cleveland Farmers Market",-90.724018,33.744136
1006671,"Cleveland Farmers Market",-90.720570,33.742680
1007401,"Clifton Farmers Market",-97.292500,39.568400
1006518,"Clifton Springs Farmer's Market",-77.139500,42.962900
1003017,"Clinch River Farmers Market",-82.707138,36.909823
1001450,"Clinica Sierra Vista (Delano)",-119.237000,35.761000
1001451,"Clinica Sierra Vista (Lamont)",-118.908000,35.259000
1007481,"CLINTON - CHAMARD VINEYARDS FARMERS’ MARKET",-72.543400,41.302300
1000228,"Clinton Area Farmers and Artisans Market",-88.960680,40.152570
1003205,"Clinton Bailey Farmers Market",-78.820000,42.872000
1001849,"Clinton County Farmers' Market",-83.829910,39.445770
1001850,"Clinton County Farmers' Market",-83.833734,39.447307
1007566,"Clinton County Farmers' Market",-85.134700,36.690900
1000389,"Clinton Farmers Market",-75.378792,43.049171
1006930,"Clinton Farmers Market",-93.780400,38.365700
1007496,"CLINTON FARMERS’ MARKET",-72.523800,41.278100
20058,"Clinton's Olde Towne Market",-90.330800,32.340400
1006159,"Clintonville Farmers' Market",-83.016608,40.034409
1001123,"Clintwood Farmers Market",-82.458400,37.150500
1000360,"Clio Area Farmers Market",-83.734300,43.177900
1000549,"Clio Market",-85.610500,31.708800
1005302,"Cliveden Park Farmers' Market",-75.175800,40.052240
1002385,"Clover Fields",-92.236100,34.751100
1002895,"Cloverdale Certified Farmers Market",-123.017542,38.805889
1004780,"Clovis Farmers' Market",-103.204109,34.401818
1006877,"Clovis Old Town Farmers Market",-119.702000,36.823900
1003498,"Clyde Farmers Market",-78.823800,42.935200
1005901,"Clyde Farmers Market",-97.398000,39.591200
1002808,"CMS Farmers Market",-76.764414,39.316055
1001390,"Co-op Farmers Market",-75.741956,39.684132
1004043,"Coachella CFM",-116.177000,33.678100
1006388,"Coarsegold Farmers Market",-120.251000,37.229400
1001739,"Coastal Growers Market",-71.423900,41.511990
1001740,"Coastal Growers Market",-71.485882,41.572135
1000324,"Coastside Farmers' Market in Half Moon Bay",-122.433100,37.464380
1000325,"Coastside Farmers' Market of Pacifca",-122.494520,37.609963
1003957,"Cobb Market",-90.332800,42.967400
1000020,"Cobblestone Farmer's Market",-80.241300,36.098100
20059,"Cochran Farmers Market",-83.358800,32.392800
1007224,"Cocoa Beach Farmers Market",-80.610400,28.317700
1006392,"Coconut Grove Farmers Market",-80.246800,25.728000
1005977,"Coconut Point Green Market",-81.809049,26.404305
1002563,"Codman Square Farmers Market",-71.071630,42.290184
1001359,"Coffe County Farmers Market",-86.086200,35.502700
1004677,"Coffeyville Farmers Market",-95.615900,37.036000
1002594,"COFFO Harvest Farmers' Market",-80.482299,25.449850
1002595,"COFFO Harvest Farmers' Market",-80.483400,25.463500
1002525,"Cohasset farmer's market",-70.823887,42.245463
1001896,"Cohoes Farmers' Market",-73.700680,42.771620
1002011,"Colbert County Farmers Market",-87.694600,34.759700
1007503,"Colchester Farmers’ Market",-72.324100,41.568000
1007424,"Cold Spring Farmers Market",-94.427778,45.453611
1006440,"Cold Springs Farmers Market",-73.949700,41.419500
20060,"Colden Community Farmers Market",-78.682600,42.645300
1008764,"Cole County Farmers' Market",-92.211220,38.581887
1003173,"Colebrook Farmers Market",-71.502900,44.891900
1000956,"Colesburg Farmers Market",-91.463400,42.482600
1000656,"Colfax Farmers Market",-120.953140,39.101238
1001876,"College Hill Farm Market",-84.545110,39.195680
1002053,"College Park City Hall Farmers' Market",-76.937380,38.980950
1002054,"College Park Farmer's Market",-76.922680,38.975830
1000856,"Collegeville Farmers' Market",-75.450829,40.185867
1002316,"Colleton Farmers Market",-80.660950,32.903596
1008162,"Collier County Government Complex Farmers Market",-81.763947,26.128365
1003470,"Collierville Farmers Market",-89.677000,35.046100
1003841,"Collin County Farmers Market @ Fairview Farms",-96.701818,33.039786
1001711,"Collingswood Farmers Market",-75.069000,39.915300
1002417,"Collins Farmers Market",-93.306300,41.902800
1003545,"Collins Park Sunday Market",-80.128300,25.797500
1001290,"Collinsville Farmers Market",-72.923059,41.811096
1006646,"Collinsville Farmers Market",-95.840300,36.360800
1006253,"Colo Farmers Market",-93.310660,42.022770
1001446,"Colonial Village Farmers Market",-89.029100,42.252600
1000209,"Colorado Farm and Art Market",-104.827214,38.810953
1000210,"Colorado Farm and Art Market",-104.814688,38.937716
1002034,"Colt State Park Farmers' Market",-71.279030,41.687820
20061,"Colton Farmers and Crafters Market",-122.382000,45.201700
1008496,"Columbia Center for Urban Agriculture",-92.321695,38.962326
1004166,"Columbia City Farmers Market",-122.286152,47.558661
1002375,"Columbia County Homegrown Market Association",-93.227300,33.259800
1008787,"Columbia Falls Farmers Market",-114.186393,48.370370
1000793,"Columbia Farmers Market",-92.362620,38.956840
1000794,"Columbia Farmers Market",-92.352562,38.909687
1000795,"Columbia Farmers Market",-92.335488,38.993874
1008765,"Columbia Farmers' Market - Winter",-92.345061,38.967353
1005117,"Columbia Fresh Farmers Market I",-87.033500,35.614900
1005137,"Columbia Fresh Farmers Market II",-87.020700,35.626400
1008859,"Columbia Heights Community Marketplace",-77.032503,38.930207
1008316,"Columbia Pike Farmers Market",-77.086662,38.862406
1000068,"Columbia University Greenmarket",-73.964400,40.807300
1006811,"Columbia-Pacific Farmer's Market",-124.053969,46.350134
1003006,"Columbinana Farmers Market",-86.620000,33.179500
1006705,"Columbus City Farmers Market",-85.900278,39.223468
1005087,"Columbus County Community Farmers Market, Inc.",-78.707280,34.354549
